noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,True,True,2021,New York,1,4.84
False,False,False,1694,New York,0,13.06
False,False,False,2348,Tokyo,2,2.39
False,True,False,3791,Tokyo,4,2.87
False,False,False,976,Sydney,0,1.04
False,False,False,578,New York,4,1.94
False,False,False,8035,London,0,3.58
False,False,False,689,Sydney,2,1.8
False,False,False,2131,London,1,1.8
False,False,False,590,New York,4,12.83
False,False,False,768,Sydney,3,1.2
False,False,False,1015,New York,0,1.02
False,True,False,725,Sydney,1,2.07
False,False,False,414,New York,0,167.12
True,False,False,1179,New York,3,33.79
True,True,False,19542,London,1,13.08
True,False,False,1498,New York,2,4.19
False,True,False,832,Sydney,4,11.55
False,False,False,2631,London,1,15.5
False,False,False,1054,Sydney,2,4.67
False,False,False,1623,Tokyo,4,10.8
False,False,False,1481,New York,4,1.75
False,False,False,2250,New York,4,211.62
False,False,False,1865,Sydney,0,29.43
